Fuel_consumption,Accelerator_Pedal_value,Absolute_throttle_position,Engine_speed,Current_Gear,Gear_Selection,Acceleration_speed_-_Longitudinal,Indication_of_brake_switch_ON/OFF,Calculated_road_gradient,Steering_wheel_speed,Steering_wheel_angle
908.8,1.2,16.5,2701,6,5,-0.3,1,-2.0,4,0.1
1740.8,16.0,21.2,2718,6,5,-0.1,1,-2.0,0,-6.2
985.6,2.0,18.0,2657,6,5,-0.3,1,-2.0,4,-4.9
1459.2,10.2,19.2,2633,6,5,-0.2,1,-2.0,12,-13.9
396.8,0.0,15.3,2500,6,5,-0.6,1,-2.0,0,-14.9
0.0,0.0,17.3,2455,6,5,-0.6,1,-2.0,0,-11.3
1740.8,27.3,24.7,2497,6,5,-0.1,1,-2.0,0,-8.5
3123.2,44.5,70.2,2483,6,5,0.3,1,-2.0,0,-6.6
3200.0,50.8,83.9,2449,6,5,0.3,1,-2.0,0,-6.3
3187.2,57.0,83.9,2482,6,5,0.3,1,-2.0,4,0.1
4364.8,62.5,83.9,3356,5,5,0.4,1,-1.0,0,-0.5
4659.2,57.8,83.9,3494,5,5,0.6,1,-0.5,0,-0.5
4569.6,59.0,83.9,3425,5,5,0.6,1,0.0,0,1.2
4518.4,59.0,83.9,3413,5,5,0.6,1,0.5,4,1.0
4979.2,50.4,83.9,3465,5,5,0.6,1,0.0,4,1.9
4134.4,25.0,47.8,3250,6,5,0.3,1,0.0,0,8.7
2265.6,24.6,26.7,2786,6,5,0.0,1,0.0,0,5.9
3110.4,28.5,32.9,2778,6,5,0.1,1,0.0,0,10.4
3289.6,30.5,34.5,2812,6,5,0.2,1,0.0,0,9.8
3942.4,41.0,77.3,2849,6,5,0.2,1,-1.0,4,6.0
3968.0,46.9,83.9,2884,6,5,0.2,1,-2.0,4,3.4
3993.6,48.8,83.9,2921,6,5,0.2,1,-2.5,4,-0.8
3955.2,52.7,83.9,2961,6,5,0.2,1,-2.5,4,0.1
4032.0,53.5,83.9,3002,6,5,0.2,1,-2.5,0,0.5
4096.0,54.3,83.9,3044,6,5,0.2,1,-2.5,0,0.9
4172.8,53.1,83.9,3087,6,5,0.2,1,-3.0,0,-1.2
4198.4,49.2,83.9,3129,6,5,0.2,1,-3.0,0,1.2
2828.8,19.1,45.1,3153,6,5,-0.1,1,-2.5,0,0.1
153.6,0.0,18.0,3109,6,5,-0.7,2,-2.0,0,3.4
0.0,0.0,18.8,3071,6,5,-0.8,2,-2.0,0,1.6
0.0,0.0,18.8,3012,6,5,-0.9,2,-2.0,0,0.8
0.0,0.0,18.8,2952,6,5,-0.8,1,-2.0,4,7.0
1305.6,12.5,21.2,2962,6,5,-0.4,1,-2.0,0,7.3
2265.6,16.4,24.7,2965,6,5,-0.1,1,-2.0,0,13.7
742.4,0.0,15.3,2896,6,5,-0.6,2,-2.0,4,14.5
0.0,0.0,18.0,2818,6,5,-1.2,2,-2.0,4,12.9
0.0,0.0,18.0,2685,6,5,-1.7,2,-2.0,0,12.3
0.0,0.0,17.6,2548,6,5,-1.6,2,-2.0,0,12.5
0.0,0.0,17.3,2433,6,5,-1.0,1,-2.0,0,13.8
729.6,9.8,18.4,2431,6,5,-0.4,1,-2.0,0,10.9
1868.8,20.3,22.7,2468,6,5,0.0,1,-2.0,0,11.3
1676.8,13.3,20.8,2442,6,5,-0.1,2,-2.0,0,12.6
448.0,0.0,14.9,2366,6,5,-1.1,2,-2.0,4,11.5
0.0,0.0,16.9,2234,6,5,-1.7,2,-2.0,0,13.2
0.0,0.0,16.9,2104,6,5,-1.4,2,-2.0,0,11.3
0.0,0.0,16.5,2015,6,5,-0.8,1,-2.0,0,8.1
704.0,10.9,17.3,2037,6,5,-0.2,1,-2.0,0,9.0
1228.8,10.2,18.4,2061,6,5,0.0,1,-2.0,0,9.5
460.8,0.0,14.1,1981,6,5,-0.5,2,-1.5,4,5.9
76.8,0.0,15.7,1926,6,5,-0.9,2,-1.5,0,7.0
115.2,0.0,16.1,1873,6,5,-0.5,1,-1.5,0,5.9
768.0,4.7,16.1,1906,6,5,-0.2,1,-1.5,0,3.9
1036.8,16.4,19.6,1957,6,5,-0.1,1,-1.5,0,4.8
1715.2,14.8,22.7,1979,6,5,0.2,1,-1.5,0,1.2
768.0,0.8,16.9,1940,6,5,-0.2,1,-1.5,0,2.6
1779.2,18.7,24.7,2029,6,5,0.2,1,-1.5,0,2.7
832.0,0.0,17.3,1979,6,5,-0.1,1,-1.5,0,2.3
2278.4,28.5,43.5,2092,6,5,0.3,1,-1.5,4,2.8
1164.8,2.7,17.6,1974,6,5,-0.1,2,-1.5,8,-3.5
204.8,0.0,14.9,1899,6,5,-0.5,2,-1.5,4,-0.7
0.0,0.0,15.7,1869,6,5,-0.7,2,-1.5,0,1.1
0.0,0.0,15.7,1814,6,5,-0.7,2,-1.5,0,-2.4
0.0,0.0,15.3,1756,6,5,-0.7,2,-1.5,0,-8.0
153.6,0.0,15.3,1725,6,5,-0.4,1,-1.5,4,-11.5
384.0,0.0,13.7,1679,6,5,-0.4,1,-1.5,0,-9.8
588.8,9.4,16.9,1745,6,5,-0.2,1,-1.5,0,-9.1
435.2,0.0,13.7,1644,6,5,-0.3,2,-1.5,0,-11.6
76.8,0.0,14.9,1618,6,5,-0.5,2,-1.5,0,-15.7
0.0,0.0,14.9,1564,6,5,-0.6,2,-1.5,0,-13.5
0.0,0.0,14.9,1545,6,5,-0.5,1,-1.5,0,-9.3
844.8,12.5,18.0,1684,6,5,-0.1,1,-1.5,0,-10.2
576.0,0.0,14.1,1569,6,5,-0.2,1,-1.5,0,-10.4
332.8,0.4,14.9,1359,6,5,-0.3,1,-1.5,0,-10.2
1331.2,16.0,20.8,1849,6,5,0.1,1,-1.5,0,-13.8
742.4,0.0,15.3,1585,6,5,-0.1,2,-1.5,0,-12.4
115.2,0.0,14.1,1463,6,5,-0.4,2,-1.5,0,-10.6
153.6,0.0,13.7,1265,6,5,-0.4,1,-1.5,0,-10.2
473.6,0.0,15.7,1640,5,5,-0.3,1,-1.5,0,-10.9
2048.0,28.1,27.5,2210,5,5,0.4,1,-1.5,4,-2.6
2636.8,34.0,75.7,2178,5,5,0.7,1,-1.5,0,-14.5
2585.6,35.2,83.9,2149,5,5,0.6,1,-1.5,0,-17.5
1369.6,3.1,22.7,2141,5,5,0.1,1,-1.0,0,-18.2
460.8,0.0,15.3,1716,6,5,-0.3,2,-0.5,0,-13.1
550.4,0.0,15.7,1646,6,5,-0.6,2,-0.5,4,-5.9
512.0,0.0,15.3,1605,6,5,-0.4,2,-0.5,0,-8.8
128.0,0.0,14.5,1543,6,5,-1.1,2,-0.5,0,-6.1
230.4,0.0,13.7,1213,6,5,-0.8,2,-0.5,0,0.0
384.0,0.0,14.5,1542,5,5,-0.4,1,-0.5,0,1.2
1139.2,17.6,20.0,1969,5,5,0.0,1,-0.5,0,0.0
1920.0,24.2,25.1,2121,5,5,0.4,1,-0.5,0,0.8
1856.0,21.9,24.7,2036,5,5,0.4,1,-0.5,4,0.1
1638.4,17.6,21.6,2051,5,5,0.3,1,-1.0,0,0.0
512.0,0.0,14.1,2015,5,5,-0.3,2,-1.0,0,0.8
153.6,0.0,15.3,1994,5,5,-0.6,2,-1.0,0,2.0
358.4,3.9,16.5,1973,5,5,-0.3,1,-1.0,4,-0.8
1702.4,24.6,23.1,2074,5,5,0.3,1,-1.0,4,0.5
1996.8,24.6,26.3,2081,5,5,0.4,1,-1.0,0,0.1
1779.2,20.3,23.1,2103,5,5,0.3,1,-1.0,0,4.1
1088.0,7.0,17.3,1752,6,5,0.0,1,-1.0,0,2.7
716.8,11.7,17.6,1731,6,5,-0.1,1,-1.0,4,6.2
1651.2,18.4,24.3,1825,6,5,0.3,1,-1.0,4,2.9
691.2,0.0,14.1,1701,6,5,-0.2,2,-1.0,0,3.4
102.4,0.0,14.5,1679,6,5,-0.4,1,-1.0,4,3.1
601.6,10.2,17.6,1735,6,5,-0.2,1,-1.0,0,3.9
1881.6,27.0,27.8,1870,6,5,0.3,1,-1.0,4,2.7
2214.4,31.2,76.9,1815,6,5,0.4,1,-1.0,0,0.8
2201.6,28.9,78.8,1813,6,5,0.4,1,-1.0,0,-0.5
2227.2,30.9,83.9,1860,6,5,0.4,1,-1.0,0,-0.7
2304.0,32.8,84.3,1906,6,5,0.4,1,-1.0,0,0.7
2316.8,36.7,83.9,1952,6,5,0.4,1,-1.0,0,0.0
2368.0,35.2,84.3,1999,6,5,0.4,1,-1.5,0,0.8
2368.0,34.0,83.9,2046,6,5,0.4,1,-1.0,0,1.7
2432.0,32.4,83.9,2091,6,5,0.4,1,-1.0,4,-0.4
2496.0,29.3,65.1,2134,6,5,0.3,1,-1.5,0,1.9
2598.4,27.7,60.0,2174,6,5,0.3,1,-1.5,0,-1.6
2278.4,23.4,28.6,2208,6,5,0.2,1,-1.5,0,0.5
2137.6,23.4,26.3,2236,6,5,0.2,1,-1.5,0,1.9
1894.4,20.3,23.9,2262,6,5,0.1,1,-1.5,0,2.5
1856.0,24.6,24.7,2285,6,5,0.1,1,-1.5,0,-0.5
2675.2,30.5,46.3,2315,6,5,0.3,1,-1.5,4,2.9
3072.0,30.9,78.4,2351,6,5,0.3,1,-1.0,0,0.8
3059.2,29.7,65.1,2387,6,5,0.3,1,-0.5,0,1.5
3059.2,30.9,64.7,2420,6,5,0.3,1,-1.0,0,0.1
3110.4,27.3,50.6,2455,6,5,0.3,1,-0.5,4,0.9
2688.0,20.3,31.4,2484,6,5,0.2,1,-0.5,0,0.7
524.8,0.0,15.3,2460,6,5,-0.4,2,-0.5,0,-0.7
0.0,0.0,17.6,2421,6,5,-0.6,2,-0.5,0,0.1
0.0,0.0,17.6,2356,6,5,-0.9,2,-0.5,0,4.8
0.0,0.0,17.3,2269,6,5,-1.0,2,-0.5,0,5.2
0.0,0.0,16.9,2201,6,5,-1.0,2,-0.5,4,1.9
0.0,0.0,16.9,2121,6,5,-0.9,1,-0.5,0,6.3
1292.8,14.8,20.0,2171,6,5,-0.1,1,-0.5,0,2.7
652.8,0.0,14.5,2102,6,5,-0.4,2,-0.5,4,4.8
179.2,0.0,15.3,2043,6,5,-0.6,1,-0.5,0,3.4
0.0,0.0,16.5,1999,6,5,-0.5,2,-0.5,0,3.0
0.0,0.0,16.1,1952,6,5,-0.7,2,-0.5,0,3.8
0.0,0.0,15.7,1893,6,5,-0.8,2,-0.5,0,3.0
128.0,0.0,15.7,1846,6,5,-0.6,1,-0.5,4,-0.5
1484.8,21.1,22.0,1971,6,5,0.1,1,-0.5,0,0.1
2073.6,28.5,33.7,1950,6,5,0.3,1,-0.5,0,0.0
1433.6,5.9,28.6,1911,6,5,0.0,1,-0.5,0,4.1
179.2,0.0,15.3,1877,6,5,-0.5,2,-0.5,0,3.0
0.0,0.0,15.7,1821,6,5,-0.7,1,-0.5,0,0.9
1190.4,19.9,22.0,1926,6,5,0.0,1,-0.5,4,-0.9
2419.2,34.0,61.6,1987,6,5,0.4,1,-0.5,0,-1.2
2329.6,30.1,69.4,1940,6,5,0.4,1,-0.5,0,1.1
2355.2,28.5,65.1,1957,6,5,0.4,1,-0.5,4,-0.5
972.8,0.0,16.5,1958,6,5,-0.2,2,-0.5,0,0.3
89.6,0.0,15.7,1923,6,5,-0.6,2,-0.5,0,0.1
0.0,0.0,16.1,1871,6,5,-0.7,2,-0.5,0,0.4
0.0,0.0,15.7,1817,6,5,-0.8,2,-0.5,0,0.1
256.0,0.0,16.9,1788,6,5,-0.5,1,-0.5,0,-2.3
2252.8,34.4,52.2,1970,6,5,0.4,1,-0.5,0,0.1
2380.8,39.5,83.5,1889,6,5,0.4,1,-0.5,4,0.0
2304.0,36.7,83.9,1898,6,5,0.4,1,-0.5,0,1.0
2316.8,34.4,83.9,1945,6,5,0.4,1,-0.5,0,-0.5
2316.8,24.2,64.7,1988,6,5,0.4,1,-1.0,4,0.5
729.6,0.0,14.5,1983,6,5,-0.3,1,-1.0,0,-0.9
1651.2,28.1,26.3,2096,6,5,0.1,1,-1.0,4,0.4
2470.4,37.5,69.4,2106,6,5,0.4,1,-1.0,4,-1.2
1625.6,11.3,40.8,2071,6,5,0.0,1,-1.0,0,0.5
243.2,0.0,15.3,2028,6,5,-0.4,2,-1.0,0,2.6
0.0,0.0,16.5,1981,6,5,-0.6,2,-1.0,0,0.5
294.4,0.8,16.9,1958,6,5,-0.4,1,-1.0,0,-4.3
729.6,0.0,14.9,1941,6,5,-0.2,2,-1.0,4,-1.6
243.2,0.0,14.9,1873,6,5,-0.6,1,-1.0,0,-1.9
1075.2,17.6,20.4,1946,6,5,0.0,1,-1.0,0,-1.6
1920.0,23.4,25.1,1971,6,5,0.3,1,-1.0,4,1.9
1804.8,19.5,25.1,1941,6,5,0.3,1,-1.0,0,3.4
1740.8,29.3,32.9,2082,6,5,0.2,1,-1.0,0,2.7
2547.2,25.8,75.3,2117,6,5,0.4,1,-1.0,4,1.2
819.2,0.0,14.5,1939,6,5,-0.2,1,-1.0,0,0.0
844.8,13.3,18.8,1978,6,5,-0.1,1,-1.0,0,4.1
1100.8,6.2,17.6,1976,6,5,0.0,2,-1.0,4,5.5
281.6,0.0,14.5,1880,6,5,-0.6,2,-1.0,0,5.5
0.0,0.0,15.7,1816,6,5,-0.8,2,-1.0,0,3.8
0.0,0.0,15.3,1741,6,5,-0.9,2,-1.0,0,3.3
0.0,0.0,15.3,1667,6,5,-0.8,2,-1.0,0,2.4
0.0,0.0,14.9,1604,6,5,-0.6,1,-1.0,0,3.0
486.4,8.6,16.9,1654,6,5,-0.2,1,-1.0,0,2.3
1715.2,19.9,22.7,2002,6,5,0.2,1,-1.0,0,1.2
1856.0,18.0,23.9,2094,6,5,0.3,1,-1.0,0,-1.2
1459.2,12.1,20.0,1955,6,5,0.2,1,-1.0,0,-2.1
345.6,0.0,13.7,1611,6,5,-0.3,2,-1.0,0,-6.6
64.0,0.0,15.3,1637,6,5,-0.4,1,-1.0,4,-0.5
1408.0,22.3,22.0,1769,6,5,0.1,1,-1.0,4,-6.1
1228.8,7.0,19.2,1716,6,5,0.0,1,-1.0,0,-3.2
704.0,3.5,17.3,1713,6,5,-0.2,1,-1.0,0,-2.8
2112.0,33.2,58.8,1873,6,5,0.4,1,-1.0,8,-1.2
2201.6,30.1,78.4,1798,6,5,0.4,1,-1.0,0,-5.3
691.2,0.0,14.1,1724,6,5,-0.8,2,-1.0,0,-3.0
38.4,0.0,14.5,1550,6,5,-2.7,2,-1.0,0,-4.1
294.4,0.0,13.7,1146,5,5,-3.2,2,-1.0,0,-3.7
345.6,0.0,14.1,1243,5,5,-1.8,2,-1.0,0,-3.4
307.2,0.0,13.7,1138,5,5,-0.7,2,-1.0,0,-3.8
294.4,0.0,13.7,977,5,5,-1.1,2,-1.0,0,-3.0
307.2,0.0,13.7,968,4,5,-1.8,2,-1.0,0,-2.8
268.8,0.0,13.7,924,4,5,-1.7,2,-1.0,0,-2.2
268.8,0.0,13.3,901,3,5,-0.9,2,-1.0,0,0.0
358.4,0.0,14.1,1101,3,5,-0.9,2,-1.0,0,0.9
332.8,0.0,14.5,960,3,5,-1.5,2,-1.0,0,1.3
409.6,0.0,14.5,861,3,5,-0.9,2,-0.5,0,0.5
396.8,0.0,14.5,830,3,5,-0.1,1,0.0,0,-1.4
716.8,13.3,18.0,1239,3,5,0.4,1,0.0,0,-3.4
1139.2,16.0,20.4,1597,3,5,0.9,1,0.0,0,-3.0
1472.0,20.7,22.7,1807,3,5,1.1,1,0.0,4,-5.6
1804.8,22.3,25.9,1858,3,5,1.2,1,0.5,0,-4.4
1843.2,23.0,27.5,1773,3,5,1.1,1,1.0,0,-4.0
1484.8,10.9,21.2,1848,3,5,0.8,1,1.0,0,-3.4
537.6,0.0,15.3,1726,3,5,-0.1,2,1.0,0,-3.2
588.8,0.0,15.7,1423,4,5,-0.4,2,1.0,0,-1.9
473.6,0.0,14.9,1343,4,5,-0.8,2,1.0,0,-2.7
307.2,0.0,13.7,1030,4,5,-0.5,2,1.0,0,-2.9
268.8,0.0,14.1,887,4,5,-0.4,2,1.0,0,-0.8
294.4,0.0,14.5,950,3,5,-0.4,1,1.0,0,-1.2
1203.2,19.9,21.2,1768,3,5,0.5,1,1.0,0,-1.2
1945.6,26.6,28.6,1954,3,5,1.1,1,1.0,0,-2.5
2214.4,23.8,29.8,2054,3,5,1.1,1,1.0,0,-4.1
2176.0,26.6,27.5,2214,3,5,1.0,1,0.5,0,-5.6
2521.6,27.7,29.4,2439,3,5,1.1,1,0.5,4,-1.9
1408.0,6.2,18.4,2345,3,5,0.3,1,1.0,0,-4.1
396.8,0.0,14.1,1623,4,5,-0.3,2,1.0,0,-1.2
563.2,0.0,16.1,1392,5,5,-0.3,2,1.0,0,-0.6
550.4,0.0,15.7,1336,5,5,-0.6,2,1.0,0,-0.5
448.0,0.0,14.5,1190,5,5,-0.6,2,1.0,0,1.9
294.4,0.0,14.1,973,5,5,-0.4,1,1.0,0,0.5
652.8,14.1,17.6,1309,5,5,0.0,1,1.0,4,0.9
1792.0,26.2,27.1,1952,5,5,0.6,1,1.0,0,0.1
2649.6,27.3,69.0,2253,5,5,0.9,1,1.0,0,0.0
2329.6,21.9,31.4,1977,5,5,0.7,1,0.0,0,-0.2
1740.8,17.2,26.3,1678,5,5,0.5,1,-0.5,0,0.5
563.2,0.0,13.7,1534,5,5,-0.2,1,-0.5,0,2.1
51.2,0.0,14.1,1467,5,5,-0.5,1,-0.5,0,0.0
0.0,0.0,14.5,1490,5,5,-0.4,2,-0.5,0,-0.9
0.0,0.0,14.1,1441,5,5,-1.1,2,-0.5,0,1.5
204.8,0.0,13.3,1322,5,5,-2.4,2,-0.5,0,1.2
332.8,0.0,14.1,1464,4,5,-1.0,2,-0.5,0,-0.9
307.2,0.0,13.7,1277,4,5,-1.4,2,-0.5,0,-0.5
320.0,0.0,14.1,921,4,5,-2.1,2,-0.5,0,-0.5
409.6,0.0,14.9,918,3,5,-2.4,2,-0.5,0,0.1
473.6,0.0,14.9,857,3,5,-2.2,2,0.0,0,1.2
435.2,0.0,14.9,803,1,5,-0.9,2,9.5,0,1.0
358.4,0.0,14.5,738,1,5,-0.3,2,0.0,0,1.2
332.8,0.0,14.5,678,1,5,-0.1,2,0.0,0,1.2
320.0,0.0,14.5,666,1,5,-0.1,2,0.0,0,0.8
332.8,0.0,14.1,668,1,5,-0.1,2,0.0,0,1.1
320.0,0.0,14.1,667,1,5,-0.1,2,0.0,0,1.2
320.0,0.0,14.1,666,1,5,-0.1,2,0.0,0,1.0
448.0,3.5,15.3,836,1,5,0.6,1,0.0,0,0.9
384.0,0.0,14.9,829,1,5,0.1,2,0.0,0,0.8
460.8,0.0,14.9,801,1,5,-0.5,2,0.0,0,0.8
358.4,0.0,14.5,728,1,5,-0.6,2,0.0,0,0.9
332.8,0.0,14.5,668,1,5,-0.1,2,0.0,0,0.8
320.0,0.0,14.5,665,1,5,-0.1,2,0.0,0,0.9
320.0,0.0,14.5,667,1,5,-0.1,2,0.0,0,0.8
320.0,0.0,14.5,668,1,5,-0.1,2,0.0,0,1.1
332.8,0.0,14.5,667,1,5,-0.1,2,0.0,0,0.9
320.0,0.0,14.5,667,1,5,-0.1,2,0.0,0,0.9
320.0,0.0,14.5,670,1,5,-0.1,2,0.0,0,1.1
332.8,0.0,14.5,669,1,5,-0.1,2,0.0,0,0.8
320.0,0.0,14.1,671,1,5,-0.1,2,0.0,0,1.1
320.0,0.0,14.5,667,1,5,-0.1,2,0.0,0,0.9
332.8,0.0,14.5,668,1,5,-0.1,2,0.0,0,0.8
307.2,0.0,14.5,669,1,5,-0.1,2,0.0,0,0.8
307.2,0.0,14.5,669,1,5,-0.1,2,0.0,0,1.3
320.0,0.0,14.5,690,1,5,0.3,1,0.0,0,4.5
640.0,10.2,17.3,1097,1,5,1.0,1,0.0,4,4.9
1241.6,17.6,21.2,1713,1,5,1.8,1,3.5,0,5.1
1676.8,19.1,22.4,2201,1,5,1.4,1,0.0,0,1.3
1497.6,18.0,21.6,1995,2,5,1.1,1,0.0,0,2.0
1612.8,15.6,21.6,2247,2,5,1.0,1,-0.5,0,0.8
588.8,0.0,14.9,1818,2,5,-0.1,2,-0.5,0,0.0
448.0,0.0,14.9,1446,3,5,-0.7,2,-0.5,0,-0.3
435.2,0.0,14.9,1281,3,5,-0.8,2,-0.5,0,-0.5
371.2,0.0,14.5,1150,3,5,-0.6,2,-0.5,0,0.1
371.2,0.0,14.5,1059,3,5,-0.5,2,-0.5,0,0.4
345.6,0.0,14.5,1005,3,5,-0.2,1,-0.5,0,0.0
678.4,11.7,17.6,1284,3,5,0.2,1,-0.5,0,6.0
1267.2,18.7,21.6,1676,3,5,0.8,1,-0.5,4,3.5
1715.2,21.9,25.9,1791,3,5,1.1,1,-0.5,0,1.2
1702.4,15.6,23.9,1844,3,5,1.0,1,0.0,0,0.5
780.8,0.0,15.7,1803,3,5,0.0,2,0.5,0,-0.5
448.0,0.0,14.9,1616,3,5,-0.9,2,1.0,0,-0.1
396.8,0.0,14.5,1444,3,5,-0.7,2,1.0,0,-0.4
345.6,0.0,14.5,1311,3,5,-0.6,2,1.0,0,0.0
345.6,0.0,14.5,1193,3,5,-0.7,2,1.0,0,0.1
320.0,0.0,14.5,1113,3,5,-0.5,2,1.0,0,-4.4
332.8,0.0,14.5,1016,3,5,-1.0,2,1.0,8,-17.0
358.4,0.0,14.5,952,3,5,-0.1,1,0.0,8,-18.5
371.2,0.0,15.3,966,3,5,-0.1,1,0.0,0,-18.5
972.8,14.5,19.2,1533,3,5,0.7,1,-0.5,8,-9.9
806.4,3.1,16.5,1470,3,5,0.5,2,-0.5,8,-1.2
345.6,0.0,14.1,1180,3,5,-0.3,2,-0.5,0,6.6
332.8,0.0,14.1,1087,3,5,-0.4,2,-0.5,0,15.2
307.2,0.0,14.1,1019,3,5,-0.8,2,-0.5,0,17.4
358.4,0.0,14.9,940,3,5,-0.6,2,-0.5,0,16.3
371.2,0.0,14.5,892,3,5,-0.3,2,0.0,0,13.1
371.2,0.0,14.5,852,3,5,-0.4,2,0.0,0,11.3
371.2,0.0,14.5,836,3,5,-0.1,1,0.0,0,3.2
396.8,0.0,14.9,894,3,5,0.0,1,0.0,4,1.2
652.8,9.8,17.3,1235,3,5,0.3,1,0.0,0,1.3
793.6,10.2,17.6,1377,3,5,0.5,1,0.0,0,2.0
729.6,6.6,16.9,1360,3,5,0.4,1,0.0,0,3.4
396.8,0.0,14.5,1114,3,5,-0.1,1,0.5,0,3.4
332.8,0.0,14.1,1049,3,5,-0.2,1,0.5,0,2.9
332.8,0.0,14.9,1048,3,5,-0.2,1,0.0,0,0.5
780.8,12.5,18.0,1381,3,5,0.3,1,0.0,0,-1.2
1113.6,12.1,20.0,1634,3,5,0.7,1,0.0,0,-1.0
563.2,0.0,14.9,1398,3,5,0.0,2,0.0,0,1.2
332.8,0.0,14.5,1236,3,5,-0.4,1,0.0,0,1.0
371.2,0.0,14.9,1203,3,5,-0.2,1,0.0,0,0.1
601.6,7.0,16.5,1369,3,5,0.1,1,0.0,0,-0.5
396.8,0.0,14.1,1274,3,5,-0.3,2,0.0,0,0.1
294.4,0.0,14.5,1100,3,5,-0.6,2,0.0,0,-0.9
320.0,0.0,14.1,1048,3,5,-0.4,1,0.0,0,-1.9
307.2,0.0,14.1,1007,3,5,-0.2,1,0.0,0,-1.5
294.4,0.0,14.1,975,3,5,-0.2,2,0.0,0,-0.8
307.2,0.0,14.5,952,3,5,-0.3,2,0.0,0,-0.8
345.6,0.0,14.5,927,3,5,-0.7,2,0.0,0,0.2
371.2,0.0,14.5,882,3,5,-0.2,1,0.0,0,0.4
384.0,0.0,14.9,900,3,5,0.0,1,0.0,0,0.8
550.4,4.7,16.1,1140,3,5,0.2,1,0.0,0,0.0
576.0,5.1,16.1,1210,3,5,0.2,1,-0.5,0,-2.3
371.2,0.0,14.1,1061,3,5,-0.1,1,-1.0,0,-3.1
294.4,0.0,14.1,1006,3,5,-0.2,1,-2.0,0,-3.2
307.2,0.0,14.1,997,3,5,-0.4,2,-2.0,0,-3.7
332.8,0.0,14.1,958,3,5,-1.4,2,-2.0,8,-11.6
358.4,0.0,14.9,893,3,5,-1.4,2,-1.0,4,-4.1
396.8,0.0,14.9,847,3,5,-1.1,2,-0.5,0,-3.0
396.8,0.0,14.9,830,3,5,-0.7,2,0.0,0,-0.5
371.2,0.0,14.5,823,3,5,-0.5,2,0.0,0,0.8
371.2,0.0,14.5,818,3,5,-0.7,2,0.0,0,0.4
384.0,0.0,14.5,820,3,5,-0.2,2,0.0,0,0.5
358.4,0.0,14.5,824,3,5,-0.2,2,0.0,0,1.7
358.4,0.0,14.1,842,3,5,-0.3,2,0.0,0,1.2
345.6,0.0,14.5,862,3,5,-0.5,2,0.0,0,-0.8
332.8,0.0,14.1,895,3,5,-0.3,2,0.0,0,0.0
307.2,0.0,14.1,923,3,5,-0.4,2,0.0,0,0.0
320.0,0.0,14.1,950,3,5,-0.4,2,0.0,0,1.1
307.2,0.0,14.1,957,3,5,-0.8,2,0.0,0,3.7
320.0,0.0,14.1,942,3,5,-1.1,2,0.0,0,3.0
345.6,0.0,14.5,891,3,5,-1.4,2,0.0,0,3.0
409.6,0.0,14.9,848,3,5,-1.6,2,0.0,0,1.6
396.8,0.0,14.5,839,3,5,-1.2,2,0.0,0,0.1
320.0,0.0,14.1,804,1,5,-1.2,2,-6.5,0,0.1
371.2,0.0,14.9,764,1,5,-1.1,2,0.0,0,0.1
396.8,0.0,14.9,767,1,5,-0.9,2,0.0,0,0.4
358.4,0.0,14.5,737,1,5,-1.0,2,0.0,0,0.1
332.8,0.0,14.5,670,1,5,-0.9,2,0.0,0,0.1
320.0,0.0,14.5,663,1,5,-0.6,2,0.0,0,0.3
320.0,0.0,14.5,662,1,5,-0.6,2,0.0,0,0.3
332.8,0.0,14.5,663,1,5,-0.6,2,0.0,0,0.3
320.0,0.0,14.5,666,1,5,-0.6,2,0.0,0,-0.5
345.6,0.0,14.5,669,1,5,-0.4,2,0.0,0,-0.5
332.8,0.0,14.5,668,1,5,0.0,2,0.0,0,-2.3
384.0,0.0,14.9,741,1,5,0.0,1,0.0,0,-2.7
358.4,0.0,14.1,796,1,5,-0.1,1,0.0,0,-1.6
512.0,4.7,15.3,1220,1,5,0.0,1,-7.5,4,-6.1
435.2,2.3,14.1,1394,1,5,-0.1,1,0.0,0,-0.5
281.6,0.0,14.1,923,1,5,-0.6,2,0.0,4,8.5
307.2,0.0,14.1,857,2,5,-1.3,2,0.0,0,5.7
320.0,0.0,14.5,811,2,5,-0.8,2,0.0,0,4.5
345.6,0.0,14.5,802,2,5,-0.7,2,0.0,0,1.6
345.6,0.0,14.5,802,2,5,-1.0,2,0.0,0,0.5
345.6,0.0,14.5,800,1,5,-0.7,2,0.0,0,0.5
332.8,0.0,14.5,794,1,5,-1.0,2,-4.0,0,0.8
332.8,0.0,14.5,792,1,5,-0.5,2,0.0,0,0.5
332.8,0.0,14.5,786,1,5,-0.6,2,0.0,0,0.0
320.0,0.0,14.5,793,1,5,-0.7,2,0.0,0,0.0
320.0,0.0,14.5,794,1,5,-0.4,1,0.0,0,0.1
307.2,0.0,14.5,817,1,5,-0.2,1,0.0,0,1.2
614.4,10.5,17.3,1349,1,5,0.1,1,-15.0,0,2.3
614.4,1.2,15.3,1723,1,5,0.2,1,0.0,0,3.1
396.8,0.0,14.9,1286,2,5,-0.2,1,0.0,0,1.6
320.0,0.0,14.5,1272,2,5,-0.4,1,-0.5,0,2.3
307.2,0.0,14.1,1259,2,5,-0.4,1,-1.0,0,1.2
268.8,0.0,14.1,1229,2,5,-0.5,1,-2.5,0,0.9
358.4,2.0,14.5,1368,2,5,-0.4,1,-3.5,0,-2.0
